lms_login_frequency,assignment_delay_days,attendance_percentage,sentiment_score,activity_irregularity_score,dropout_risk_score,burnout_risk_level
10,0.6,88.8,0.49,3.2,20.5,Low
5,1.3,74.0,0.49,5.1,42.7,Medium
10,2.8,84.3,-0.28,2.8,38.7,Medium
11,1.0,80.8,-0.56,5.4,38.6,Medium
4,0.8,80.7,-0.21,4.7,48.1,Medium
18,0.4,88.3,0.52,1.6,14.2,Low
20,0.3,92.8,0.53,1.3,21.4,Low
3,2.6,49.8,-0.57,8.5,83.1,High
14,0.0,70.8,-0.04,3.2,32.9,Low
2,7.6,62.7,-0.56,8.5,93.9,High
2,0.9,58.0,-0.2,8.0,65.5,Medium
1,11.9,33.7,-0.69,7.9,100.0,High
5,3.1,82.7,0.09,3.7,49.7,Medium
5,0.7,77.9,-0.16,2.8,48.2,Medium
4,13.6,63.6,-0.92,6.9,100.0,High
10,5.5,82.3,0.08,5.2,57.3,Medium
22,0.6,96.0,0.66,4.1,20.3,Low
1,15.1,61.3,-0.49,7.4,100.0,High
2,2.9,42.6,0.11,9.1,83.6,High
7,4.0,65.8,-0.22,3.2,60.1,Medium
12,0.2,79.2,0.41,2.2,27.5,Low
11,1.4,72.8,-0.38,3.5,42.5,Medium
3,4.2,57.3,-0.73,7.0,88.1,High
2,5.8,30.5,-0.19,8.6,99.9,High
14,3.1,90.3,0.37,2.1,17.0,Low
13,1.7,86.5,0.57,0.9,28.1,Low
2,6.0,53.2,-0.02,7.1,81.6,High
6,4.2,71.7,0.06,5.0,66.2,Medium
9,3.5,63.1,-0.23,4.2,52.5,Medium
6,8.8,43.7,-0.66,6.4,100.0,High
8,0.3,100.0,0.54,2.4,24.9,Low
11,3.3,82.4,0.29,5.4,50.0,Medium
19,0.0,89.1,0.36,3.2,17.5,Low
5,0.6,68.7,0.12,4.9,48.2,Medium
3,8.4,56.6,0.36,8.2,87.2,High
8,0.7,59.8,0.65,7.8,59.9,Medium
2,0.8,55.2,-0.64,7.5,78.1,High
7,4.4,79.6,0.19,2.8,59.7,Medium
11,3.2,53.6,0.38,5.5,50.8,Medium
10,0.1,86.5,0.51,2.0,14.5,Low
7,2.6,62.1,-0.22,7.0,68.0,Medium
10,0.1,69.8,0.3,5.9,32.7,Low
12,0.6,87.6,0.32,2.6,20.1,Low
15,2.0,60.9,-0.07,3.2,29.6,Low
9,1.3,74.8,0.23,7.6,43.4,Medium
1,0.8,44.8,-0.72,6.1,84.6,High
11,0.6,64.5,-0.18,4.6,46.7,Medium
1,0.1,75.2,-0.69,8.4,69.2,Medium
10,0.2,93.7,0.72,1.8,24.1,Low
15,2.6,95.3,0.63,0.3,4.4,Low
7,1.6,77.3,0.43,4.3,42.4,Medium
9,2.1,69.0,0.14,2.6,42.7,Medium
14,0.7,85.4,0.96,1.8,15.4,Low
1,2.4,59.7,-0.19,6.5,76.3,High
5,2.6,52.2,-0.53,6.9,68.7,Medium
1,1.7,77.0,0.32,5.3,58.8,Medium
12,1.1,90.7,0.58,1.4,24.9,Low
0,0.4,50.8,-0.53,6.6,80.8,High
3,1.2,75.9,-0.25,4.7,58.9,Medium
4,6.9,65.4,-0.43,6.7,85.2,High
4,3.4,74.5,-0.4,6.7,64.8,Medium
1,1.7,53.3,-0.88,9.6,88.6,High
8,0.0,71.1,-0.29,3.4,46.0,Medium
16,0.1,87.9,1.0,1.9,8.1,Low
14,0.4,80.1,-0.0,6.0,25.0,Low
9,0.5,84.5,0.24,5.2,29.1,Low
2,6.8,52.7,-0.55,7.2,95.0,High
16,0.1,91.5,0.51,3.3,11.5,Low
19,0.5,88.0,0.77,0.8,5.0,Low
4,7.3,57.4,-0.4,7.5,88.7,High
1,32.4,58.9,-0.54,7.5,100.0,High
1,5.6,50.1,-0.34,5.9,99.2,High
3,5.8,63.8,-0.9,9.5,91.4,High
11,0.1,71.4,-0.59,3.3,43.5,Medium
4,1.2,73.4,-0.37,6.3,60.6,Medium
7,3.9,48.7,-0.28,8.6,73.4,High
2,1.6,81.8,-0.02,4.0,58.2,Medium
11,0.0,57.8,0.27,2.2,28.7,Low
15,0.2,87.8,0.19,1.7,18.8,Low
4,1.6,64.4,0.2,5.4,56.8,Medium
3,5.2,61.3,-0.98,8.9,97.7,High
22,0.4,93.7,0.53,1.0,14.0,Low
5,0.5,88.9,0.93,0.9,30.1,Low
8,3.6,74.6,-0.23,5.2,57.3,Medium
18,0.6,84.1,0.62,1.9,25.1,Low
17,0.1,84.7,1.0,1.3,5.2,Low
6,4.0,71.7,0.51,5.3,59.1,Medium
4,12.0,65.8,-0.04,8.5,89.7,High
11,2.5,75.1,-0.12,7.3,53.4,Medium
18,0.0,90.6,0.99,0.8,1.8,Low
10,0.3,100.0,0.46,2.7,20.6,Low
9,0.8,84.0,-0.39,7.2,47.7,Medium
5,0.0,69.2,0.47,4.9,46.4,Medium
5,1.7,57.1,-0.12,7.8,65.6,Medium
6,0.6,67.4,-0.42,3.6,53.3,Medium
2,1.7,58.8,-0.69,7.5,86.0,High
17,0.1,95.8,0.18,2.1,12.7,Low
3,0.2,75.5,0.38,2.2,46.2,Medium
14,0.7,80.0,0.23,3.2,33.0,Low
5,3.3,61.9,-0.74,9.9,78.0,High
9,1.1,88.7,-0.04,3.4,28.4,Low
11,0.6,88.2,-0.36,5.7,30.6,Low
21,1.7,85.3,0.59,1.8,16.5,Low
12,0.7,91.1,0.79,0.3,12.0,Low
12,1.1,69.5,-0.1,5.0,49.1,Medium
13,0.7,90.2,0.53,3.0,20.5,Low
6,0.1,67.5,-0.03,4.5,52.7,Medium
13,1.3,94.0,0.79,2.0,13.4,Low
7,0.4,78.9,-0.44,4.4,47.5,Medium
5,0.7,53.7,0.11,7.7,66.2,Medium
6,0.5,60.6,-0.33,9.2,76.3,High
3,0.8,67.8,-0.57,7.9,68.4,Medium
10,0.2,87.6,0.3,2.0,20.8,Low
14,0.7,92.1,0.53,1.7,15.2,Low
11,1.4,75.6,-0.12,6.3,35.8,Medium
7,0.6,80.5,0.02,4.3,53.7,Medium
6,0.1,59.3,-0.23,7.6,64.4,Medium
20,0.4,77.8,0.54,2.5,16.9,Low
19,0.6,90.4,0.48,1.8,14.0,Low
16,0.3,86.1,0.7,1.5,8.8,Low
3,9.4,45.1,-0.37,9.1,100.0,High
8,0.2,84.7,0.7,2.6,32.6,Low
9,5.2,71.2,0.26,6.2,62.8,Medium
12,0.1,87.6,0.68,0.8,22.0,Low
5,2.4,59.3,-0.02,4.4,57.9,Medium
7,2.2,81.2,0.04,4.3,42.8,Medium
3,3.9,60.1,-0.31,9.5,87.2,High
4,0.3,57.4,-0.77,7.3,70.1,High
3,4.3,78.2,0.47,5.5,60.6,Medium
2,1.1,54.4,-1.0,9.4,80.1,High
4,2.8,42.5,-0.39,8.4,67.8,Medium
3,1.2,49.5,-0.07,9.4,73.1,High
2,4.8,56.2,-1.0,7.4,94.1,High
20,1.0,91.9,0.66,1.2,12.3,Low
4,2.0,65.4,0.15,4.2,57.0,Medium
16,0.9,85.7,0.79,1.2,13.5,Low
17,0.1,98.3,0.9,2.6,7.0,Low
1,10.7,42.4,-1.0,9.2,100.0,High
7,0.6,64.4,-0.2,6.4,65.0,Medium
3,1.2,34.6,-0.35,8.0,89.2,High
4,0.7,60.5,-0.52,9.4,80.5,High
1,2.9,52.7,-0.66,8.5,94.4,High
4,0.8,35.7,-0.86,8.0,86.6,High
10,0.2,85.2,0.34,1.0,22.1,Low
14,0.3,88.8,0.73,2.7,23.4,Low
10,3.1,74.0,-0.05,4.9,50.5,Medium
17,0.5,86.3,1.0,2.8,11.8,Low
15,0.3,88.4,0.78,2.8,9.6,Low
12,0.8,78.6,0.22,4.3,35.9,Medium
0,9.5,43.3,-0.62,8.0,100.0,High
8,5.4,62.1,-0.25,6.1,67.9,Medium
9,1.3,65.8,-0.04,7.3,51.0,Medium
18,3.2,66.2,-0.15,5.3,41.1,Medium
20,0.5,87.4,0.82,0.7,16.3,Low
17,1.9,90.1,0.44,2.7,12.8,Low
2,1.0,48.3,-0.29,7.9,86.1,High
7,1.6,71.3,-0.07,7.2,54.5,Medium
3,1.9,48.8,-0.45,7.5,81.9,High
17,0.7,87.6,0.71,1.0,14.8,Low
2,1.3,54.1,-0.83,7.8,83.9,High
8,9.4,81.1,0.19,2.9,72.8,High
8,2.7,56.5,0.01,2.9,57.0,Medium
9,0.9,80.6,-0.42,7.2,45.9,Medium
6,2.7,54.1,-0.76,10.0,82.7,High
3,2.8,65.2,0.36,6.6,62.9,Medium
10,2.2,78.2,-0.02,4.5,38.3,Medium
4,1.5,58.1,0.05,8.0,60.6,Medium
2,0.2,48.2,-0.16,8.2,78.6,High
11,1.3,61.3,-0.01,4.5,46.0,Medium
2,1.6,62.5,-0.75,9.0,76.1,High
7,5.5,72.4,-0.15,5.6,65.6,Medium
16,0.6,100.0,0.85,1.5,16.6,Low
11,1.8,74.5,0.04,7.2,42.0,Medium
1,1.9,61.8,-0.65,7.6,84.1,High
1,1.0,47.3,-0.73,6.0,80.3,High
7,0.8,77.3,0.66,6.2,39.5,Medium
8,1.1,70.3,-0.3,3.0,43.6,Medium
20,0.8,96.5,0.41,3.5,17.6,Low
5,2.1,35.6,-0.57,7.1,79.3,High
3,1.3,69.7,-0.49,8.2,68.2,Medium
8,2.9,82.6,0.57,5.0,50.5,Medium
6,28.1,56.3,-0.87,7.8,92.5,High
1,1.2,46.9,-0.62,7.4,87.0,High
6,0.3,76.9,-0.26,3.5,41.9,Medium
9,0.2,93.9,0.59,3.7,28.6,Low
8,0.3,79.7,-0.2,5.1,45.7,Medium
7,0.8,74.5,-0.39,5.1,53.3,Medium
9,0.6,75.8,0.53,2.3,29.6,Low
8,3.0,76.9,-0.0,6.7,61.1,Medium
5,2.2,63.0,-0.06,6.9,60.5,Medium
14,1.4,87.5,0.5,3.3,27.1,Low
14,6.3,74.4,-0.89,3.9,62.5,Medium
10,0.6,80.7,0.39,5.9,34.4,Low
8,1.5,94.8,0.05,5.8,40.6,Medium
9,2.5,79.1,-0.21,5.3,49.5,Medium
17,0.2,89.6,0.39,0.9,14.0,Low
16,0.2,89.2,0.55,3.6,18.3,Low
7,0.1,64.6,0.03,1.9,47.2,Medium
17,0.5,81.5,-0.18,3.0,21.3,Low
14,0.1,80.7,0.51,2.6,18.6,Low
3,1.5,68.7,-0.88,8.2,82.8,High
6,3.0,79.1,0.09,6.0,63.2,Medium
9,2.5,83.4,0.05,6.8,41.6,Medium
3,3.7,39.6,-0.32,6.9,92.0,High
15,1.1,84.0,0.67,1.6,22.5,Low
16,1.2,96.5,0.86,1.7,9.6,Low
2,2.9,58.7,-0.83,8.6,92.3,High
4,1.7,80.2,-0.14,4.7,50.2,Medium
5,0.5,81.3,0.07,3.5,40.4,Medium
3,0.5,63.1,-0.54,8.4,74.3,High
2,2.7,48.3,-0.5,8.5,81.9,High
1,0.8,54.9,-1.0,6.9,69.2,Medium
8,7.0,83.2,-0.06,6.4,52.7,Medium
5,0.7,68.4,0.2,5.9,53.1,Medium
9,4.2,65.3,0.57,5.3,51.9,Medium
10,0.4,97.5,0.3,2.4,27.5,Low
8,2.8,68.9,-0.24,6.8,63.8,Medium
16,0.1,93.7,0.34,2.2,20.2,Low
0,5.6,49.1,-0.25,8.0,92.3,High
2,0.5,67.9,-0.08,5.1,60.5,Medium
7,1.9,75.7,-0.21,4.0,50.1,Medium
8,1.8,91.8,0.81,5.0,29.6,Low
10,0.0,90.8,0.5,0.2,26.2,Low
14,0.4,95.8,0.77,1.6,19.7,Low
9,0.6,69.3,0.02,4.4,46.0,Medium
12,0.0,92.9,0.64,3.5,23.6,Low
9,0.9,83.4,0.21,3.7,31.5,Low
4,0.9,53.1,-0.42,8.9,83.7,High
3,4.2,54.4,-0.6,7.8,93.9,High
13,2.4,84.0,0.59,2.8,27.0,Low
13,1.4,99.2,0.28,2.0,23.8,Low
2,6.3,65.4,-0.78,7.7,95.7,High
2,3.8,43.0,0.02,7.8,89.2,High
13,0.1,87.7,0.52,1.4,17.1,Low
4,1.6,60.1,-0.45,6.9,69.4,Medium
17,0.1,89.9,0.76,3.4,4.2,Low
1,5.1,78.5,-0.44,8.4,75.9,High
5,5.1,67.0,-0.75,7.3,89.1,High
9,0.2,96.2,0.35,3.1,23.9,Low
3,2.3,60.2,-0.53,10.0,86.7,High
9,1.2,80.3,-0.22,9.5,52.1,Medium
0,4.9,50.1,-0.87,6.7,85.9,High
11,0.2,82.5,-0.01,7.0,45.6,Medium
2,7.6,56.2,-0.84,7.6,100.0,High
22,0.1,93.0,0.96,3.2,4.3,Low
3,2.5,76.2,0.12,7.0,64.1,Medium
17,0.9,86.9,0.38,2.2,21.7,Low
6,3.1,69.4,-0.68,5.8,68.0,Medium
4,0.1,53.0,-0.56,10.0,80.1,High
2,3.4,37.2,-0.32,7.2,95.2,High
0,3.5,30.8,-0.13,8.3,93.8,High
17,0.2,92.3,0.47,1.2,12.3,Low
13,0.0,71.9,-0.22,6.8,38.6,Medium
14,0.5,95.1,0.71,1.2,9.8,Low
16,0.0,87.6,0.87,4.1,16.1,Low
14,0.1,88.3,0.93,0.7,6.4,Low
7,0.3,79.4,0.33,4.4,35.1,Medium
18,1.3,90.5,0.77,3.4,23.0,Low
12,0.1,90.9,0.67,2.1,14.4,Low
13,0.2,84.8,0.69,0.2,16.7,Low
10,0.5,94.4,0.61,2.2,28.4,Low
4,6.3,49.5,-0.6,8.5,98.3,High
2,0.0,45.5,-0.62,9.2,81.0,High
1,11.6,57.3,-0.66,9.4,100.0,High
6,0.0,75.4,-0.25,3.9,49.4,Medium
17,1.4,89.7,0.7,0.2,11.2,Low
3,1.3,58.4,-0.76,6.8,70.0,Medium
11,2.2,74.6,-0.43,3.7,40.9,Medium
16,0.0,89.4,0.57,2.6,10.4,Low
14,0.5,91.7,0.43,2.8,15.7,Low
17,0.3,80.4,0.53,2.2,22.9,Low
15,1.4,86.5,0.69,0.3,10.7,Low
7,0.2,67.7,-0.39,4.2,55.6,Medium
6,5.2,76.1,0.33,4.3,59.7,Medium
14,1.2,96.0,0.43,2.9,21.0,Low
11,0.5,92.6,0.84,2.1,13.7,Low
4,3.3,50.0,-0.38,7.9,82.5,High
13,0.2,81.6,0.97,2.5,14.6,Low
9,1.3,70.6,-0.73,6.2,53.3,Medium
6,6.7,58.4,-0.45,9.4,92.1,High
19,0.1,82.7,0.54,2.3,19.5,Low
12,0.1,86.6,0.35,2.8,20.6,Low
4,2.5,74.5,-0.3,4.4,66.7,Medium
12,0.3,72.7,-0.67,2.6,43.9,Medium
9,0.5,82.0,-0.07,2.1,38.8,Medium
1,2.3,69.7,0.04,6.7,72.5,High
13,1.8,95.3,0.33,1.3,14.0,Low
9,7.5,69.4,-0.49,5.4,65.1,Medium
9,4.3,77.4,-0.47,5.2,54.1,Medium
24,0.1,100.0,0.42,2.5,8.4,Low
3,2.4,78.2,-0.13,8.8,63.2,Medium
11,0.5,86.7,0.32,0.4,21.8,Low
10,1.1,70.6,0.07,5.6,46.6,Medium
18,0.0,93.0,0.6,2.3,17.8,Low
14,2.2,75.5,-0.04,5.9,39.9,Medium
10,1.2,72.5,0.12,6.4,42.7,Medium
3,1.3,63.2,-0.22,8.0,65.0,Medium
18,0.3,88.2,0.46,2.0,7.5,Low
8,1.3,82.4,0.01,5.6,34.3,Low
4,0.0,84.9,0.15,4.9,49.2,Medium
4,12.0,58.0,-0.09,8.8,91.5,High
7,0.6,78.0,-0.15,3.1,39.8,Medium
13,4.8,75.7,0.18,2.0,36.2,Medium
2,12.6,60.5,-0.72,7.0,99.4,High
4,10.2,64.6,-0.2,8.9,92.6,High
5,1.2,73.3,-0.12,3.1,51.6,Medium
13,4.0,69.7,0.29,4.7,44.1,Medium
1,1.0,42.9,-0.96,7.4,86.9,High
0,3.0,59.8,-0.15,8.0,88.4,High
3,1.4,50.3,-0.58,7.4,72.1,High
5,4.9,77.0,-0.35,5.4,65.8,Medium
11,0.2,88.0,1.0,1.9,20.4,Low
13,2.4,74.6,-0.42,3.7,40.5,Medium
5,2.3,65.2,-0.39,8.6,64.5,Medium
10,0.4,75.3,0.01,4.2,42.5,Medium
4,0.0,71.0,-0.51,5.5,63.5,Medium
3,4.8,53.6,-1.0,9.1,87.7,High
8,1.8,71.1,0.14,7.4,51.8,Medium
3,0.1,50.3,-0.62,6.8,70.2,High
7,0.4,69.0,0.5,4.2,45.9,Medium
10,0.8,79.7,0.14,5.5,40.0,Medium
10,2.8,77.7,0.61,3.1,37.2,Medium
0,1.3,46.5,-0.61,7.9,87.0,High
15,0.7,96.1,0.36,1.9,12.2,Low
20,0.2,92.6,0.66,1.2,14.2,Low
3,0.9,58.7,-0.38,8.5,70.1,High
16,0.1,94.2,0.42,0.8,5.3,Low
8,3.7,69.5,0.29,4.7,50.5,Medium
7,3.1,63.8,-0.08,1.9,58.9,Medium
6,1.3,61.1,0.1,6.3,73.3,High
12,2.6,72.5,0.34,7.1,39.4,Medium
8,0.2,76.9,1.0,2.2,21.0,Low
10,1.2,73.2,-0.14,6.5,43.9,Medium
9,0.4,67.2,-0.21,4.9,49.2,Medium
10,2.0,78.3,0.09,5.1,42.4,Medium
13,0.3,93.3,0.65,3.0,18.8,Low
10,0.8,82.6,-0.21,6.0,43.4,Medium
19,0.8,81.6,0.61,2.3,17.9,Low
15,0.3,96.1,0.49,2.1,2.7,Low
13,0.1,92.5,0.85,1.0,4.3,Low
11,0.6,97.5,0.4,0.8,18.6,Low
4,0.7,42.4,-0.98,7.8,90.4,High
8,0.3,95.3,0.48,1.5,14.9,Low
3,1.9,72.0,-0.48,7.2,70.1,High
1,2.1,76.9,-0.6,6.8,73.2,High
10,0.8,67.9,0.27,4.3,49.8,Medium
17,0.9,90.3,0.58,2.5,21.0,Low
4,0.1,73.6,0.03,4.8,56.0,Medium
3,0.2,69.8,-0.52,9.0,65.6,Medium
6,1.2,80.6,-0.42,3.2,42.8,Medium
9,0.5,91.7,0.64,1.2,26.6,Low
10,1.2,93.1,-0.51,2.7,34.3,Low
5,2.8,44.2,-0.49,8.9,83.9,High
6,15.4,47.3,-0.58,8.5,98.0,High
14,0.8,100.0,0.51,1.6,10.4,Low
7,3.8,81.5,-0.3,3.2,56.3,Medium
13,0.9,82.4,0.77,3.9,22.1,Low
8,0.9,98.6,0.34,2.2,27.1,Low
2,11.1,68.5,-0.94,8.4,100.0,High
14,0.1,87.4,0.64,1.0,18.9,Low
15,0.5,84.4,0.29,0.9,19.1,Low
16,0.6,86.5,0.53,1.3,18.3,Low
5,2.6,41.5,-0.01,7.0,84.7,High
4,7.2,47.0,-0.25,8.2,91.9,High
9,2.1,74.5,-0.05,2.9,45.0,Medium
1,12.1,53.4,-0.66,8.7,100.0,High
17,0.5,81.7,0.93,1.2,13.4,Low
10,0.4,69.1,0.21,5.0,40.8,Medium
7,1.0,76.8,-0.51,6.0,53.4,Medium
18,0.0,96.1,0.78,2.1,2.8,Low
8,0.0,86.7,-0.27,7.6,46.8,Medium
6,4.6,55.2,-0.26,7.2,69.3,Medium
11,0.3,89.7,0.61,2.8,20.3,Low
12,0.1,88.1,0.67,3.8,18.7,Low
16,0.3,84.3,0.54,2.4,17.2,Low
16,0.3,97.8,1.0,2.6,9.1,Low
4,11.7,53.5,-0.33,7.4,100.0,High
7,0.4,78.7,-0.26,3.9,44.2,Medium
7,6.0,83.7,0.29,8.3,53.1,Medium
2,1.3,54.1,-0.43,7.5,69.5,Medium
12,0.1,83.8,0.72,1.3,19.6,Low
5,3.3,77.5,-0.11,7.3,67.3,Medium
7,1.6,81.3,0.03,4.3,49.1,Medium
6,1.5,63.9,-0.33,5.7,64.4,Medium
5,22.4,49.7,-0.4,7.5,100.0,High
6,10.8,51.8,-0.56,7.9,100.0,High
8,0.4,83.0,-0.06,4.7,46.5,Medium
1,10.7,42.5,-0.51,8.1,100.0,High
12,0.2,94.5,0.27,0.0,20.4,Low
11,0.0,87.0,0.66,2.7,15.9,Low
12,0.1,93.3,0.43,1.7,15.5,Low
6,0.1,88.8,0.27,6.1,53.3,Medium
12,0.6,78.2,0.04,5.7,38.2,Medium
10,0.2,87.7,-0.0,5.5,32.2,Low
4,1.2,52.2,-0.3,6.0,69.5,Medium
11,3.0,68.7,-0.34,3.1,49.1,Medium
6,1.2,83.7,0.21,6.2,51.4,Medium
12,0.0,94.2,0.64,2.4,13.6,Low
17,0.2,87.9,0.65,1.6,16.6,Low
7,0.8,75.4,0.3,5.7,50.8,Medium
6,0.0,77.7,0.19,4.4,50.7,Medium
2,5.0,60.3,-0.7,7.4,85.4,High
24,0.3,96.9,0.88,2.3,6.7,Low
17,0.1,94.1,0.78,1.6,3.3,Low
7,0.1,61.0,0.13,5.4,56.2,Medium
18,0.1,87.2,0.8,0.7,8.8,Low
14,0.2,91.3,0.68,0.9,13.1,Low
6,1.5,55.5,-0.36,7.9,70.4,High
23,0.3,83.8,0.82,1.2,15.6,Low
8,4.1,88.2,0.41,5.1,53.6,Medium
13,0.4,81.1,0.69,0.8,27.8,Low
19,1.4,95.0,0.61,4.7,24.3,Low
8,1.5,84.8,0.11,7.4,43.4,Medium
4,10.8,58.9,-0.09,8.0,96.9,High
10,1.4,68.1,-0.02,4.0,49.7,Medium
3,2.5,43.5,-0.36,7.5,84.8,High
10,0.3,87.2,0.56,1.6,19.4,Low
6,6.0,59.0,-0.26,8.5,76.5,High
15,0.2,89.5,0.61,2.0,10.5,Low
11,0.4,84.3,-0.23,4.9,35.1,Medium
7,4.7,90.1,-0.23,5.4,62.8,Medium
1,7.8,58.8,-0.94,6.2,96.5,High
9,12.8,82.1,0.15,5.2,57.6,Medium
13,0.5,89.5,0.74,2.8,16.5,Low
17,0.0,85.6,0.86,2.2,8.2,Low
3,1.6,53.6,-0.74,8.1,79.5,High
7,4.5,77.1,0.27,3.9,44.5,Medium
2,9.8,42.7,-0.68,7.4,100.0,High
16,0.5,96.1,0.69,1.8,2.0,Low
13,4.0,77.1,0.31,3.3,36.1,Medium
12,1.6,89.2,0.31,0.6,17.7,Low
1,3.1,67.3,-0.74,8.8,81.0,High
8,1.5,73.0,-0.19,3.8,57.3,Medium
3,1.8,58.2,-0.47,8.6,72.2,High
21,0.2,89.3,0.61,0.7,6.4,Low
7,2.6,80.8,0.08,4.7,49.0,Medium
10,3.7,81.7,0.17,6.7,56.8,Medium
8,0.6,71.4,-0.29,3.7,34.5,Low
4,3.5,62.2,-0.8,8.6,85.3,High
2,8.2,42.7,-0.51,7.1,100.0,High
2,15.0,65.0,-1.0,7.9,100.0,High
3,1.2,61.2,-0.57,10.0,86.6,High
17,1.4,88.7,0.82,0.9,9.6,Low
12,0.0,79.5,0.7,2.1,20.5,Low
1,1.6,62.1,-0.38,7.8,74.3,High
14,0.1,88.8,0.6,1.3,6.8,Low
2,7.0,34.8,-1.0,7.6,100.0,High
1,2.7,73.3,-0.72,7.5,75.5,High
3,0.3,72.1,-0.46,3.6,58.1,Medium
1,1.5,53.1,-0.28,7.3,81.6,High
7,0.7,77.7,0.33,5.3,49.8,Medium
8,0.1,74.2,0.42,4.8,46.7,Medium
17,0.7,94.3,0.41,2.6,11.2,Low
9,0.8,66.4,0.28,5.8,38.2,Medium
11,0.0,89.4,0.66,2.1,25.8,Low
6,1.0,73.9,0.42,7.2,46.1,Medium
1,0.0,51.2,-0.41,9.5,88.3,High
0,2.8,46.2,-0.32,8.4,94.6,High
13,0.8,85.6,0.33,4.7,29.8,Low
9,8.3,65.2,-0.18,2.2,66.7,Medium
2,3.6,61.7,-1.0,8.7,80.4,High
8,0.1,79.8,0.35,3.4,42.8,Medium
14,0.4,89.4,0.55,0.3,8.7,Low
19,0.1,88.3,0.5,2.1,13.1,Low
7,0.8,72.5,0.13,5.3,43.4,Medium
13,0.9,100.0,1.0,2.9,9.1,Low
3,2.2,37.9,-0.86,7.5,84.2,High
5,0.0,54.3,-0.1,7.0,60.9,Medium
3,0.0,71.9,-0.15,7.9,64.0,Medium
13,0.9,92.4,0.42,1.1,13.0,Low
7,8.8,72.0,0.22,3.3,66.4,Medium
13,0.0,67.2,0.23,2.7,26.5,Low
1,2.1,55.8,-0.75,7.5,83.0,High
9,18.1,46.1,-0.07,9.8,91.0,High
8,0.7,68.8,-0.03,3.2,38.6,Medium
3,4.4,60.4,-0.75,8.6,87.1,High
5,2.7,33.1,-0.78,9.1,86.8,High
0,1.7,64.3,-0.74,8.0,85.3,High
13,0.0,88.7,0.46,3.4,19.5,Low
22,0.3,88.8,0.31,1.8,19.4,Low
11,0.4,83.2,0.99,2.5,28.4,Low
10,2.7,72.2,-0.31,4.3,47.5,Medium
5,0.3,80.7,0.08,5.8,49.8,Medium
5,2.6,67.4,-0.39,5.1,66.2,Medium
2,0.2,48.7,-0.35,9.6,83.7,High
3,4.6,46.9,-0.1,7.5,81.0,High
2,0.4,52.9,-0.55,5.8,72.8,High
8,0.6,69.4,0.16,4.6,55.4,Medium
7,3.4,92.0,0.31,5.1,47.6,Medium
19,0.8,94.4,0.59,1.4,22.3,Low
9,0.5,88.6,0.9,2.2,20.8,Low
22,1.3,94.1,0.54,1.4,18.9,Low
8,1.1,73.7,-0.36,6.2,45.5,Medium
8,1.0,79.5,0.09,5.7,49.7,Medium
2,0.7,68.8,-0.06,7.6,61.4,Medium
8,2.2,93.4,0.7,1.1,28.2,Low
4,3.3,55.2,-0.33,8.1,74.0,High
11,1.6,87.7,-0.56,3.0,43.8,Medium
9,0.0,84.6,0.84,2.9,27.8,Low
7,1.3,77.3,0.11,7.2,52.2,Medium
18,0.1,85.0,0.51,2.2,15.4,Low
11,1.5,60.6,-0.48,6.8,60.1,Medium
9,0.9,75.4,-0.08,5.5,38.2,Medium
8,0.6,96.9,0.66,3.1,17.6,Low
14,0.7,85.6,0.3,2.9,21.0,Low
6,2.1,75.2,0.06,4.4,49.4,Medium
5,2.7,43.8,-0.74,6.9,75.9,High
12,0.5,69.2,-0.73,5.7,38.9,Medium
4,0.5,41.9,-0.63,9.6,83.3,High
5,0.5,70.3,0.41,6.7,59.7,Medium
2,0.4,46.3,-0.1,8.3,70.0,Medium
3,3.8,42.8,-0.89,7.4,90.0,High
5,1.8,69.3,0.46,2.7,41.1,Medium
5,2.9,61.9,0.49,5.3,57.0,Medium
5,0.9,53.8,-0.4,9.0,77.3,High
6,0.7,85.9,0.16,5.1,52.0,Medium
10,0.9,59.4,-0.44,7.4,58.1,Medium
16,0.5,84.1,0.76,2.1,14.1,Low
2,7.3,59.6,-0.45,7.3,92.9,High
3,1.8,57.8,-0.13,8.2,69.4,Medium
20,1.0,93.1,0.8,2.5,13.9,Low
5,3.5,74.4,0.02,3.4,59.5,Medium
11,2.6,91.2,0.35,4.2,30.5,Low
13,0.4,96.3,0.58,0.0,21.1,Low
0,0.1,48.5,-0.44,8.7,89.7,High
14,2.5,91.8,0.28,2.1,17.0,Low
16,0.3,76.9,0.73,3.0,22.6,Low
11,0.0,66.4,-0.09,2.5,32.7,Low
1,6.5,46.8,-0.23,4.8,88.5,High
13,0.1,98.1,0.48,1.1,12.4,Low
8,4.5,80.6,0.16,2.0,37.0,Medium
13,0.2,80.6,0.41,5.1,27.4,Low
10,0.1,84.9,0.59,1.6,20.8,Low
16,1.7,82.2,0.3,1.1,19.7,Low
17,0.0,82.9,-0.09,6.1,24.7,Low
15,0.1,86.1,0.44,0.2,13.9,Low
5,8.9,42.7,-0.64,9.2,100.0,High
3,1.3,66.4,-1.0,6.7,79.6,High
3,5.5,78.4,-0.91,7.7,77.2,High
18,0.1,95.0,0.44,3.5,15.2,Low
6,0.4,47.1,-0.4,8.5,74.1,High
9,0.7,73.4,0.32,4.5,27.1,Low
9,1.2,76.8,-0.48,6.6,48.1,Medium
22,0.2,94.5,0.65,1.4,7.4,Low
